"FID_";"TABID";"POINT_X";"POINT_Y";"demH"
;1505960;9.2402;60.667;1071
;1505961;9.2585;60.6678;1014
;1505965;9.3313;60.6709;832
;1505966;9.3495;60.6717;840
;1505967;9.3677;60.6725;849
;1505968;9.3859;60.6732;861
;1505969;9.4041;60.674;916
;1505970;9.4224;60.6748;936
;1505971;9.4406;60.6755;922
;1507160;9.3329;60.662;868
;1507161;9.3511;60.6628;873
;1509624;10.685;60.6945;476
;1509625;10.7033;60.6951;471
;1509626;10.7216;60.6957;459
;1509627;10.7398;60.6963;417
;1509628;10.7581;60.6969;414
;1509629;10.7764;60.6974;328
;1509630;10.7946;60.698;321
;1510818;10.668;60.685;442
;1510819;10.6862;60.6856;447
;1510820;10.7045;60.6861;446
;1510821;10.7228;60.6867;432
;1510822;10.741;60.6873;405
;1510823;10.7593;60.6879;355
;1510824;10.7775;60.6885;309
;1510825;10.7958;60.689;298
;1512012;10.6509;60.6754;397
;1512013;10.6692;60.676;419
;1512014;10.6874;60.6766;445
;1512015;10.7057;60.6772;439
;1512016;10.7239;60.6778;391
;1512017;10.7422;60.6784;363
;1512018;10.7605;60.6789;312
;1512019;10.7787;60.6795;282
;1512020;10.797;60.6801;259
;1513207;10.6522;60.6665;360
;1513208;10.6704;60.6671;359
;1513209;10.6886;60.6677;403
;1513210;10.7069;60.6682;385
;1513211;10.7251;60.6688;368
;1513212;10.7434;60.6694;325
;1513213;10.7616;60.67;291
;1513214;10.7799;60.6706;263
;1513215;10.7981;60.6711;244
;1514402;10.6534;60.6575;413
;1514403;10.6716;60.6581;370
;1514404;10.6898;60.6587;362
;1514405;10.7081;60.6593;359
;1514406;10.7263;60.6599;340
;1514407;10.7446;60.6605;299
;1514408;10.7628;60.661;272
;1514409;10.7811;60.6616;241
;1514410;10.7993;60.6622;295
;1515597;10.6546;60.6486;448
;1515598;10.6728;60.6492;390
;1515599;10.691;60.6497;358
;1515600;10.7093;60.6503;340
;1515601;10.7275;60.6509;317
;1515602;10.7458;60.6515;276
;1515603;10.764;60.6521;257
;1515604;10.7822;60.6527;292
;1515605;10.8005;60.6532;351
;1516792;10.6558;60.6396;436
;1516793;10.674;60.6402;409
;1516794;10.6922;60.6408;356
;1516795;10.7105;60.6414;335
;1516796;10.7287;60.642;300
;1516797;10.7469;60.6425;274
;1516798;10.7652;60.6431;324
;1516799;10.7834;60.6437;339
;1516800;10.8016;60.6443;380
;1517987;10.657;60.6307;424
;1517988;10.6752;60.6313;401
;1517989;10.6934;60.6318;392
;1517990;10.7117;60.6324;379
;1517991;10.7299;60.633;342
;1517992;10.7481;60.6336;290
;1517993;10.7663;60.6342;352
;1517994;10.7846;60.6347;382
;1517995;10.8028;60.6353;382
;1519182;10.6582;60.6217;422
;1519183;10.6764;60.6223;417
;1519184;10.6946;60.6229;415
;1519185;10.7128;60.6235;394
;1519186;10.7311;60.6241;365
;1519187;10.7493;60.6246;304
;1519188;10.7675;60.6252;384
;1519189;10.7857;60.6258;414
;1519190;10.804;60.6264;400
;1520378;10.6776;60.6133;426
;1520379;10.6958;60.6139;417
;1520380;10.714;60.6145;403
;1520381;10.7323;60.6151;364
;1520382;10.7505;60.6157;334
;1520383;10.7687;60.6163;388
;1520384;10.7869;60.6168;420
;1520385;10.8051;60.6174;407
;1521573;10.6788;60.6044;435
;1521574;10.697;60.605;420
;1521575;10.7152;60.6056;402
;1521576;10.7334;60.6062;347
;1521577;10.7517;60.6067;349
;1521578;10.7699;60.6073;392
;1521579;10.7881;60.6079;433
;1521580;10.8063;60.6085;463
;1522768;10.68;60.5954;438
;1522769;10.6982;60.596;427
;1522770;10.7164;60.5966;415
;1522771;10.7346;60.5972;398
;1522772;10.7528;60.5978;378
;1522773;10.771;60.5984;398
;1522774;10.7893;60.5989;465
;1522775;10.8075;60.5995;496
;1523963;10.6812;60.5865;446
;1523964;10.6994;60.5871;443
;1523965;10.7176;60.5877;422
;1523966;10.7358;60.5882;434
;1523967;10.754;60.5888;392
;1523968;10.7722;60.5894;434
;1523969;10.7904;60.59;502
;1523970;10.8086;60.5906;515
;1525158;10.6824;60.5775;459
;1525159;10.7006;60.5781;466
;1525160;10.7188;60.5787;431
;1525161;10.737;60.5793;459
;1525162;10.7552;60.5799;471
;1525163;10.7734;60.5804;485
;1525164;10.7916;60.581;503
;1526354;10.7018;60.5692;481
;1526355;10.72;60.5698;440
;1526356;10.7382;60.5703;474
;1526357;10.7564;60.5709;503
;1526358;10.7746;60.5715;510
;1526359;10.7928;60.5721;509
;1527550;10.7212;60.5608;479
;1527551;10.7394;60.5614;515
;1527552;10.7575;60.562;523
;1527553;10.7757;60.5625;505
;1528745;10.7223;60.5518;514
;1528746;10.7405;60.5524;531
;1528747;10.7587;60.553;531
;1528748;10.7769;60.5536;519
;1529940;10.7235;60.5429;525
;1529941;10.7417;60.5435;548
;1529942;10.7599;60.5441;572
;1529943;10.7781;60.5446;552
;1531134;10.7065;60.5334;522
;1531135;10.7247;60.5339;527
;1531136;10.7429;60.5345;553
;1531137;10.7611;60.5351;583
;1531138;10.7792;60.5357;596
;1532329;10.7077;60.5244;522
;1532330;10.7259;60.525;554
;1532331;10.7441;60.5256;584
;1532332;10.7622;60.5261;593
;1532333;10.7804;60.5267;595
;1532334;10.7986;60.5273;599
;1533524;10.7089;60.5155;531
;1533525;10.7271;60.516;571
;1533526;10.7452;60.5166;596
;1533527;10.7634;60.5172;652
;1533528;10.7816;60.5178;608
;1533529;10.7997;60.5183;636
;1533530;10.8179;60.5189;597
;1533531;10.8361;60.5195;611
;1533532;10.8542;60.5201;678
;1534719;10.7101;60.5065;540
;1534720;10.7283;60.5071;588
;1534721;10.7464;60.5077;587
;1534722;10.7646;60.5082;630
;1534723;10.7827;60.5088;697
;1534725;10.8191;60.51;667
;1534726;10.8372;60.5105;686
;1534727;10.8554;60.5111;646
;1535914;10.7113;60.4975;548
;1535915;10.7294;60.4981;595
;1535916;10.7476;60.4987;593
;1535917;10.7657;60.4993;641
;1535918;10.7839;60.4999;660
;1535920;10.8202;60.501;704
;1535921;10.8384;60.5016;678
;1535922;10.8565;60.5021;680
;1537109;10.7125;60.4886;554
;1537110;10.7306;60.4892;604
;1537111;10.7488;60.4898;639
;1537112;10.7669;60.4903;603
;1537117;10.8577;60.4932;710
;1538307;10.7681;60.4814;659
;1538308;10.7862;60.482;653
;1544193;9.1646;60.3757;1042
;1544194;9.1827;60.3765;909
;1545388;9.1663;60.3667;1087
;1545389;9.1843;60.3675;880
;1545390;9.2023;60.3683;918
;1545470;10.6483;60.4236;708
;1545471;10.6664;60.4242;657
;1545472;10.6845;60.4247;733
;1545473;10.7026;60.4253;730
;1545474;10.7207;60.4259;671
;1545475;10.7389;60.4265;613
;1546584;9.1859;60.3586;913
;1546585;9.2039;60.3594;934
;1546586;9.2219;60.3602;1022
;1546665;10.6495;60.4146;649
;1546666;10.6676;60.4152;667
;1546667;10.6857;60.4158;638
;1546668;10.7038;60.4164;651
;1546669;10.7219;60.417;569
;1546670;10.74;60.4175;590
;1546671;10.7581;60.4181;602
;1547778;9.1695;60.3489;1044
;1547779;9.1875;60.3497;828
;1547780;9.2055;60.3505;962
;1547781;9.2235;60.3512;1056
;1547782;9.2416;60.352;1067
;1547859;10.6326;60.4051;679
;1547860;10.6507;60.4057;658
;1547861;10.6688;60.4063;661
;1547862;10.6869;60.4068;676
;1547863;10.705;60.4074;647
;1547864;10.7231;60.408;560
;1547865;10.7412;60.4086;598
;1547866;10.7593;60.4092;662
;1548972;9.153;60.3391;1105
;1548973;9.1711;60.3399;875
;1548974;9.1891;60.3407;820
;1548975;9.2071;60.3415;942
;1548976;9.2251;60.3423;1031
;1548977;9.2431;60.3431;970
;1548978;9.2612;60.3439;1031
;1549054;10.6338;60.3961;593
;1549055;10.6519;60.3967;682
;1549056;10.67;60.3973;763
;1549057;10.6881;60.3979;691
;1549058;10.7062;60.3985;702
;1549059;10.7243;60.3991;562
;1549060;10.7424;60.3996;728
;1549061;10.7605;60.4002;735
;1549062;10.7786;60.4008;717
;1550167;9.1546;60.3302;1242
;1550168;9.1727;60.331;818
;1550169;9.1907;60.3318;887
;1550170;9.2087;60.3326;906
;1550171;9.2267;60.3334;1038
;1550172;9.2447;60.3342;941
;1550173;9.2627;60.3349;1006
;1550248;10.6169;60.3866;665
;1550249;10.635;60.3872;574
;1550250;10.6531;60.3878;616
;1550251;10.6712;60.3883;711
;1550252;10.6893;60.3889;693
;1550253;10.7074;60.3895;747
;1550254;10.7255;60.3901;565
;1550255;10.7435;60.3907;599
;1550256;10.7616;60.3913;681
;1550257;10.7797;60.3918;717
;1551359;9.1022;60.3189;1151
;1551360;9.1202;60.3197;1082
;1551361;9.1382;60.3205;1070
;1551362;9.1562;60.3213;1008
;1551363;9.1742;60.3221;839
;1551364;9.1923;60.3229;820
;1551365;9.2103;60.3237;815
;1551366;9.2283;60.3244;1004
;1551367;9.2463;60.3252;884
;1551368;9.2643;60.326;935
;1551369;9.2823;60.3268;1037
;1551370;9.3004;60.3276;1014
;1551371;9.3184;60.3283;985
;1551444;10.6362;60.3782;658
;1551445;10.6543;60.3788;584
;1551446;10.6724;60.3794;573
;1551447;10.6905;60.38;584
;1551448;10.7085;60.3806;600
;1551449;10.7266;60.3811;546
;1551450;10.7447;60.3817;546
;1551451;10.7628;60.3823;551
;1551452;10.7809;60.3829;605
;1552554;9.1038;60.31;1085
;1552555;9.1218;60.3108;1125
;1552556;9.1398;60.3116;1008
;1552557;9.1578;60.3124;877
;1552558;9.1758;60.3131;897
;1552559;9.1938;60.3139;795
;1552560;9.2119;60.3147;728
;1552561;9.2299;60.3155;968
;1552562;9.2479;60.3163;896
;1552563;9.2659;60.3171;916
;1552564;9.2839;60.3178;1003
;1552565;9.3019;60.3186;1030
;1552569;9.374;60.3217;1207
;1552640;10.6555;60.3698;545
;1552641;10.6736;60.3704;561
;1552642;10.6916;60.371;597
;1552643;10.7097;60.3716;587
;1552644;10.7278;60.3722;542
;1552645;10.7459;60.3728;566
;1552646;10.764;60.3734;569
;1552647;10.782;60.3739;560
;1553748;9.0875;60.3002;1003
;1553749;9.1054;60.301;962
;1553750;9.1234;60.3018;952
;1553751;9.1414;60.3026;958
;1553752;9.1594;60.3034;1070
;1553753;9.1774;60.3042;974
;1553754;9.1954;60.305;877
;1553755;9.2135;60.3058;762
;1553756;9.2315;60.3066;873
;1553757;9.2495;60.3074;928
;1553758;9.2675;60.3081;920
;1553759;9.2855;60.3089;999
;1553760;9.3035;60.3097;947
;1553761;9.3215;60.3105;1030
;1553762;9.3395;60.3112;1024
;1553763;9.3575;60.312;1037
;1553764;9.3755;60.3128;1199
;1553765;9.3935;60.3135;1297
;1553834;10.6386;60.3603;654
;1553835;10.6567;60.3609;577
;1553836;10.6747;60.3615;579
;1553837;10.6928;60.3621;557
;1553838;10.7109;60.3627;628
;1553839;10.729;60.3632;507
;1553840;10.7471;60.3638;555
;1553841;10.7651;60.3644;589
;1553842;10.7832;60.365;614
;1554944;9.1071;60.2921;967
;1554945;9.125;60.2929;1011
;1554946;9.1431;60.2937;1073
;1554948;9.179;60.2953;986
;1554949;9.197;60.2961;940
;1554950;9.215;60.2969;804
;1554951;9.233;60.2976;677
;1554952;9.251;60.2984;846
;1554953;9.269;60.2992;882
;1554954;9.287;60.3;904
;1554955;9.305;60.3008;974
;1554956;9.323;60.3015;1059
;1554957;9.3411;60.3023;1089
;1554958;9.359;60.3031;1021
;1554959;9.3771;60.3038;1175
;1554960;9.3951;60.3046;1246
;1554962;9.4311;60.3061;1304
;1554963;9.4491;60.3069;1276
;1555030;10.6579;60.3519;556
;1555031;10.6759;60.3525;637
;1555032;10.694;60.3531;561
;1555033;10.7121;60.3537;476
;1555034;10.7301;60.3543;466
;1555035;10.7482;60.3549;513
;1555036;10.7663;60.3554;608
;1555037;10.7844;60.356;628
;1555038;10.8024;60.3566;697
;1556143;9.1806;60.2863;988
;1556144;9.1986;60.2871;917
;1556145;9.2166;60.2879;850
;1556146;9.2346;60.2887;632
;1556147;9.2526;60.2895;644
;1556148;9.2706;60.2903;776
;1556149;9.2886;60.291;845
;1556150;9.3066;60.2918;918
;1556151;9.3246;60.2926;1086
;1556152;9.3426;60.2934;1117
;1556153;9.3606;60.2941;1020
;1556154;9.3786;60.2949;1041
;1556155;9.3966;60.2957;1130
;1556156;9.4146;60.2964;1131
;1556157;9.4326;60.2972;1197
;1556158;9.4506;60.2979;1303
;1556225;10.6591;60.343;543
;1556226;10.6771;60.3436;614
;1556227;10.6952;60.3442;517
;1556228;10.7133;60.3448;425
;1556229;10.7313;60.3453;431
;1556230;10.7494;60.3459;458
;1556231;10.7675;60.3465;526
;1556232;10.7855;60.3471;573
;1556233;10.8036;60.3476;671
;1557337;9.1642;60.2766;1016
;1557338;9.1822;60.2774;1085
;1557339;9.2002;60.2782;985
;1557340;9.2182;60.279;906
;1557341;9.2362;60.2798;788
;1557342;9.2542;60.2806;556
;1557343;9.2722;60.2813;678
;1557344;9.2902;60.2821;792
;1557345;9.3082;60.2829;1005
;1557346;9.3261;60.2837;1108
;1557347;9.3441;60.2844;968
;1557348;9.3621;60.2852;987
;1557349;9.3801;60.286;998
;1557350;9.3981;60.2867;1012
;1557351;9.4161;60.2875;1032
;1557352;9.4341;60.2882;1141
;1557353;9.4521;60.289;1328
;1557420;10.6602;60.334;539
;1557421;10.6783;60.3346;608
;1557422;10.6964;60.3352;504
;1557423;10.7144;60.3358;426
;1557424;10.7325;60.3364;431
;1557425;10.7506;60.337;437
;1557426;10.7686;60.3375;490
;1557427;10.7867;60.3381;518
;1557428;10.8047;60.3387;559
;1557429;10.8228;60.3393;614
;1557430;10.8409;60.3398;642
;1557431;10.8589;60.3404;644
;1558534;9.2018;60.2693;1036
;1558535;9.2198;60.2701;949
;1558536;9.2378;60.2708;897
;1558537;9.2557;60.2716;566
;1558538;9.2737;60.2724;623
;1558539;9.2917;60.2732;796
;1558540;9.3097;60.274;963
;1558541;9.3277;60.2747;984
;1558542;9.3457;60.2755;875
;1558543;9.3637;60.2763;969
;1558544;9.3817;60.277;1004
;1558545;9.3997;60.2778;971
;1558546;9.4177;60.2785;1000
;1558547;9.4357;60.2793;1096
;1558548;9.4537;60.2801;1292
;1558615;10.6614;60.3251;558
;1558616;10.6795;60.3257;442
;1558617;10.6975;60.3263;438
;1558618;10.7156;60.3268;425
;1558619;10.7337;60.3274;445
;1558620;10.7517;60.328;440
;1558621;10.7698;60.3286;504
;1558622;10.7878;60.3292;529
;1558623;10.8059;60.3297;555
;1558624;10.824;60.3303;552
;1558625;10.842;60.3309;545
;1558626;10.8601;60.3314;552
;1558627;10.8781;60.332;632
;1559621;7.2682;60.1612;1407
;1559622;7.2861;60.1622;1388
;1559728;9.1854;60.2595;965
;1559729;9.2034;60.2603;929
;1559730;9.2214;60.2611;908
;1559731;9.2393;60.2619;865
;1559732;9.2573;60.2627;665
;1559733;9.2753;60.2635;542
;1559734;9.2933;60.2642;604
;1559735;9.3113;60.265;826
;1559736;9.3293;60.2658;806
;1559737;9.3472;60.2666;784
;1559738;9.3652;60.2673;836
;1559739;9.3832;60.2681;834
;1559740;9.4012;60.2689;893
;1559741;9.4192;60.2696;938
;1559742;9.4372;60.2704;1052
;1559743;9.4552;60.2711;1183
;1559811;10.6807;60.3167;477
;1559812;10.6987;60.3173;418
;1559813;10.7168;60.3179;435
;1559814;10.7348;60.3185;476
;1559815;10.7529;60.319;479
;1559816;10.7709;60.3196;508
;1559817;10.789;60.3202;535
;1559818;10.807;60.3208;596
;1559819;10.8251;60.3213;624
;1559820;10.8432;60.3219;567
;1559821;10.8612;60.3225;491
;1559822;10.8793;60.323;530
;1559823;10.8973;60.3236;634
;1559824;10.9154;60.3241;634
;1560803;7.0384;60.1385;1402
;1560815;7.2525;60.1513;1341
;1560816;7.2703;60.1523;1416
;1560817;7.2882;60.1533;1351
;1560818;7.306;60.1544;1400
;1560924;9.205;60.2514;1005
;1560925;9.2229;60.2522;865
;1560926;9.2409;60.253;861
;1560927;9.2589;60.2538;714
;1560928;9.2769;60.2545;428
;1560929;9.2948;60.2553;361
;1560930;9.3128;60.2561;482
;1560931;9.3308;60.2569;520
;1560932;9.3488;60.2576;561
;1560933;9.3668;60.2584;624
;1560934;9.3848;60.2592;760
;1560935;9.4027;60.2599;736
;1560936;9.4207;60.2607;848
;1560937;9.4387;60.2614;977
;1561007;10.6999;60.3084;481
;1561008;10.718;60.3089;426
;1561009;10.736;60.3095;477
;1561010;10.754;60.3101;497
;1561011;10.7721;60.3107;523
;1561012;10.7901;60.3112;501
;1561013;10.8082;60.3118;565
;1561014;10.8262;60.3124;619
;1561015;10.8443;60.313;575
;1561016;10.8624;60.3135;565
;1561017;10.8804;60.3141;474
;1561018;10.8985;60.3146;523
;1561019;10.9165;60.3152;622
;1561020;10.9346;60.3157;648
;1561021;10.9526;60.3163;632
;1561998;7.0406;60.1296;1378
;1562000;7.0763;60.1317;1386
;1562009;7.2368;60.1413;1343
;1562010;7.2546;60.1424;1332
;1562011;7.2724;60.1434;1332
;1562012;7.2903;60.1445;1336
;1562013;7.3081;60.1455;1409
;1562118;9.1886;60.2417;963
;1562119;9.2065;60.2425;809
;1562120;9.2245;60.2433;784
;1562121;9.2425;60.244;758
;1562122;9.2605;60.2448;668
;1562123;9.2784;60.2456;482
;1562124;9.2964;60.2464;376
;1562125;9.3144;60.2471;306
;1562126;9.3323;60.2479;294
;1562127;9.3503;60.2487;321
;1562128;9.3683;60.2495;409
;1562129;9.3863;60.2502;585
;1562130;9.4043;60.251;737
;1562131;9.4222;60.2517;863
;1562132;9.4402;60.2525;961
;1562202;10.7011;60.2994;559
;1562203;10.7191;60.3;538
;1562204;10.7372;60.3006;409
;1562205;10.7552;60.3011;453
;1562206;10.7733;60.3017;380
;1562207;10.7913;60.3023;424
;1562208;10.8093;60.3029;460
;1562209;10.8274;60.3034;539
;1562210;10.8454;60.304;536
;1562211;10.8635;60.3046;505
;1562212;10.8815;60.3051;538
;1562213;10.8996;60.3057;446
;1562214;10.9176;60.3062;539
;1562215;10.9357;60.3068;593
;1562216;10.9537;60.3073;566
;1562217;10.9718;60.3079;516
;1563192;7.0249;60.1196;1393
;1563193;7.0428;60.1207;1288
;1563194;7.0606;60.1218;1283
;1563195;7.0784;60.1228;1248
;1563196;7.0962;60.1239;1270
;1563197;7.114;60.125;1380
;1563198;7.1319;60.1261;1382
;1563203;7.221;60.1314;1369
;1563204;7.2389;60.1324;1370
;1563205;7.2567;60.1335;1334
;1563206;7.2745;60.1345;1327
;1563207;7.2924;60.1356;1342
;1563312;9.1722;60.232;932
;1563313;9.1902;60.2328;792
;1563314;9.2081;60.2335;649
;1563315;9.2261;60.2343;776
;1563316;9.2441;60.2351;648
;1563317;9.262;60.2359;601
;1563318;9.28;60.2367;549
;1563319;9.298;60.2374;487
;1563320;9.3159;60.2382;461
;1563321;9.3339;60.239;382
;1563322;9.3519;60.2398;268
;1563323;9.3698;60.2405;330
;1563324;9.3878;60.2413;553
;1563325;9.4058;60.242;704
;1563326;9.4238;60.2428;860
;1563397;10.7023;60.2904;540
;1563398;10.7203;60.291;476
;1563399;10.7383;60.2916;470
;1563400;10.7564;60.2922;343
;1563401;10.7744;60.2928;335
;1563402;10.7925;60.2933;417
;1563403;10.8105;60.2939;446
;1563404;10.8285;60.2945;482
;1563405;10.8466;60.295;437
;1563406;10.8646;60.2956;425
;1563407;10.8827;60.2962;527
;1563408;10.9007;60.2967;506
;1563409;10.9188;60.2973;541
;1563410;10.9368;60.2978;523
;1563411;10.9548;60.2984;542
;1563412;10.9729;60.2989;470
;1564388;7.0449;60.1118;1314
;1564389;7.0627;60.1129;1258
;1564390;7.0806;60.114;1237
;1564391;7.0984;60.115;1286
;1564392;7.1162;60.1161;1348
;1564393;7.134;60.1172;1339
;1564394;7.1518;60.1182;1252
;1564395;7.1697;60.1193;1279
;1564396;7.1875;60.1203;1269
;1564397;7.2053;60.1214;1318
;1564398;7.2231;60.1225;1333
;1564399;7.241;60.1235;1409
;1564400;7.2588;60.1246;1330
;1564401;7.2766;60.1256;1317
;1564402;7.2945;60.1267;1351
;1564403;7.3123;60.1277;1379
;1564404;7.3301;60.1287;1351
;1564405;7.348;60.1298;1366
;1564410;7.4372;60.1349;1389
;1564507;9.1738;60.223;834
;1564508;9.1917;60.2238;881
;1564509;9.2097;60.2246;839
;1564510;9.2277;60.2254;865
;1564511;9.2456;60.2262;741
;1564512;9.2636;60.227;661
;1564513;9.2816;60.2277;578
;1564514;9.2995;60.2285;659
;1564515;9.3175;60.2293;572
;1564516;9.3355;60.23;493
;1564517;9.3534;60.2308;331
;1564518;9.3714;60.2316;259
;1564519;9.3893;60.2323;494
;1564520;9.4073;60.2331;584
;1564521;9.4253;60.2339;789
;1564593;10.7215;60.2821;474
;1564594;10.7395;60.2827;418
;1564595;10.7575;60.2832;340
;1564596;10.7756;60.2838;340
;1564597;10.7936;60.2844;323
;1564598;10.8116;60.285;362
;1564599;10.8297;60.2855;344
;1564600;10.8477;60.2861;359
;1564601;10.8658;60.2866;354
;1564602;10.8838;60.2872;463
;1564603;10.9018;60.2878;477
;1564604;10.9199;60.2883;425
;1564605;10.9379;60.2889;461
;1564606;10.956;60.2894;500
;1564607;10.974;60.29;515
;1564608;10.992;60.2905;459
;1564609;11.0101;60.2911;450
;1565582;7.0293;60.1018;1452
;1565583;7.0471;60.1029;1455
;1565584;7.0649;60.104;1451
;1565585;7.0827;60.1051;1211
;1565586;7.1005;60.1061;1221
;1565587;7.1183;60.1072;1251
;1565588;7.1361;60.1083;1276
;1565589;7.154;60.1093;1314
;1565590;7.1718;60.1104;1295
;1565591;7.1896;60.1115;1270
;1565592;7.2074;60.1125;1269
;1565593;7.2252;60.1136;1375
;1565594;7.2431;60.1146;1293
;1565595;7.2609;60.1157;1297
;1565596;7.2787;60.1167;1330
;1565597;7.2966;60.1178;1334
;1565598;7.3144;60.1188;1350
;1565599;7.3322;60.1198;1325
;1565600;7.3501;60.1209;1350
;1565601;7.3679;60.1219;1318
;1565602;7.3857;60.1229;1349
;1565603;7.4036;60.124;1360
;1565604;7.4214;60.125;1324
;1565605;7.4392;60.126;1326
;1565619;7.6891;60.1401;1248
;1565620;7.707;60.1411;1278
;1565704;9.2113;60.2157;946
;1565705;9.2292;60.2165;932
;1565706;9.2472;60.2172;767
;1565707;9.2652;60.218;713
;1565708;9.2831;60.2188;733
;1565709;9.3011;60.2196;843
;1565710;9.319;60.2203;862
;1565711;9.337;60.2211;571
;1565712;9.3549;60.2219;359
;1565713;9.3729;60.2226;280
;1565714;9.3909;60.2234;356
;1565715;9.4088;60.2242;511
;1565716;9.4268;60.2249;692
;1565787;10.7046;60.2725;600
;1565788;10.7226;60.2731;520
;1565789;10.7407;60.2737;455
;1565790;10.7587;60.2743;412
;1565791;10.7767;60.2749;419
;1565792;10.7948;60.2754;374
;1565793;10.8128;60.276;352
;1565794;10.8308;60.2766;338
;1565795;10.8489;60.2771;308
;1565796;10.8669;60.2777;301
;1565797;10.8849;60.2783;348
;1565798;10.903;60.2788;408
;1565799;10.921;60.2794;355
;1565800;10.939;60.2799;344
;1565801;10.9571;60.2805;328
;1565802;10.9751;60.281;382
;1565803;10.9931;60.2816;404
;1565804;11.0112;60.2821;424
;1565805;11.0292;60.2827;476
;1566777;7.0314;60.0929;1512
;1566778;7.0492;60.094;1334
;1566779;7.067;60.0951;1340
;1566780;7.0848;60.0962;1234
;1566781;7.1027;60.0972;1182
;1566782;7.1205;60.0983;1198
;1566783;7.1383;60.0994;1239
;1566784;7.1561;60.1004;1322
;1566785;7.1739;60.1015;1375
;1566786;7.1917;60.1026;1351
;1566787;7.2095;60.1036;1282
;1566788;7.2274;60.1047;1273
;1566789;7.2452;60.1057;1265
;1566790;7.263;60.1068;1334
;1566791;7.2808;60.1078;1338
;1566792;7.2986;60.1089;1389
;1566793;7.3165;60.1099;1319
;1566794;7.3343;60.1109;1321
;1566795;7.3521;60.112;1326
;1566796;7.37;60.113;1359
;1566797;7.3878;60.114;1313
;1566798;7.4056;60.1151;1367
;1566799;7.4235;60.1161;1303
;1566800;7.4413;60.1171;1343
;1566812;7.6554;60.1292;1370
;1566813;7.6733;60.1302;1364
;1566814;7.6911;60.1312;1287
;1566815;7.709;60.1322;1236
;1566816;7.7268;60.1332;1294
;1566900;9.2308;60.2075;933
;1566901;9.2488;60.2083;824
;1566902;9.2667;60.2091;946
;1566903;9.2847;60.2099;839
;1566904;9.3026;60.2106;972
;1566905;9.3206;60.2114;901
;1566906;9.3385;60.2122;648
;1566907;9.3565;60.2129;417
;1566908;9.3744;60.2137;241
;1566909;9.3924;60.2145;275
;1566910;9.4104;60.2152;529
;1566911;9.4283;60.216;685
;1566982;10.7058;60.2636;562
;1566983;10.7238;60.2642;512
;1566984;10.7418;60.2647;561
;1566985;10.7599;60.2653;446
;1566986;10.7779;60.2659;574
;1566987;10.7959;60.2665;540
;1566988;10.8139;60.267;551
;1566989;10.832;60.2676;498
;1566990;10.85;60.2682;402
;1566991;10.868;60.2687;311
;1566992;10.886;60.2693;299
;1566993;10.9041;60.2699;345
;1566994;10.9221;60.2704;342
;1566995;10.9401;60.271;267
;1566996;10.9582;60.2715;280
;1566997;10.9762;60.2721;237
;1566998;10.9942;60.2726;237
;1566999;11.0123;60.2732;347
;1567000;11.0303;60.2737;360
;1567001;11.0483;60.2742;346
;1567972;7.0336;60.084;1374
;1567973;7.0514;60.0851;1414
;1567974;7.0692;60.0862;1435
;1567975;7.087;60.0873;1297
;1567976;7.1048;60.0883;1305
;1567977;7.1226;60.0894;1226
;1567978;7.1404;60.0905;1187
;1567979;7.1582;60.0915;1266
;1567980;7.176;60.0926;1341
;1567981;7.1938;60.0937;1315
;1567982;7.2117;60.0947;1339
;1567983;7.2295;60.0958;1218
;1567984;7.2473;60.0968;1212
;1567985;7.2651;60.0979;1271
;1567986;7.2829;60.0989;1302
;1567987;7.3007;60.1;1313
;1567988;7.3186;60.101;1324
;1567989;7.3364;60.102;1350
;1567990;7.3542;60.1031;1383
;1567991;7.372;60.1041;1363
;1567992;7.3899;60.1051;1346
;1567993;7.4077;60.1062;1303
;1567994;7.4255;60.1072;1301
;1567995;7.4433;60.1082;1308
;1568004;7.6039;60.1173;1321
;1568008;7.6753;60.1213;1374
;1568009;7.6931;60.1223;1357
;1568010;7.7109;60.1233;1274
;1568011;7.7288;60.1243;1233
;1568012;7.7467;60.1253;1233
;1568097;9.2683;60.2002;1022
;1568098;9.2862;60.2009;942
;1568099;9.3042;60.2017;999
;1568100;9.3221;60.2025;920
;1568101;9.3401;60.2032;751
;1568102;9.358;60.204;477
;1568103;9.376;60.2048;236
;1568104;9.3939;60.2055;207
;1568105;9.4119;60.2063;467
;1568106;9.4298;60.2071;633
;1568178;10.725;60.2552;503
;1568179;10.743;60.2558;569
;1568180;10.761;60.2564;480
;1568181;10.779;60.2569;460
;1568182;10.7971;60.2575;540
;1568183;10.8151;60.2581;543
;1568184;10.8331;60.2587;524
;1568185;10.8511;60.2592;439
;1568186;10.8691;60.2598;390
;1568187;10.8872;60.2603;320
;1568188;10.9052;60.2609;294
;1568189;10.9232;60.2615;323
;1568190;10.9412;60.262;258
;1568191;10.9593;60.2626;211
;1568192;10.9773;60.2631;192
;1568193;10.9953;60.2637;196
;1568194;11.0134;60.2642;200
;1568195;11.0314;60.2647;225
;1569167;7.0357;60.0752;1554
;1569168;7.0535;60.0762;1524
;1569169;7.0713;60.0773;1451
;1569170;7.0891;60.0784;1294
;1569171;7.1069;60.0795;1282
;1569172;7.1247;60.0805;1338
;1569173;7.1425;60.0816;1172
;1569174;7.1603;60.0826;1192
;1569175;7.1782;60.0837;1310
