"FID_";"TABID";"POINT_X";"POINT_Y";"demH"
;1585917;7.4207;59.9716;1425
;1585918;7.4384;59.9727;1394
;1585919;7.4562;59.9737;1344
;1585920;7.474;59.9747;1316
;1585921;7.4917;59.9757;1300
;1585922;7.5095;59.9767;1295
;1585923;7.5272;59.9777;1293
;1585924;7.545;59.9788;1314
;1585925;7.5628;59.9798;1319
;1585926;7.5806;59.9808;1239
;1585927;7.5983;59.9818;1383
;1585928;7.6161;59.9828;1245
;1585929;7.6339;59.9838;1166
;1585930;7.6516;59.9848;1316
;1585931;7.6694;59.9858;1367
;1585932;7.6872;59.9868;1280
;1585933;7.7049;59.9877;1367
;1585934;7.7227;59.9887;1383
;1585935;7.7405;59.9897;1361
;1585936;7.7583;59.9907;1330
;1585937;7.7761;59.9917;1375
;1585938;7.7938;59.9926;1254
;1585939;7.8116;59.9936;1222
;1585940;7.8294;59.9946;1186
;1587116;7.4938;59.9668;1356
;1587117;7.5115;59.9678;1338
;1587118;7.5293;59.9688;1301
;1587119;7.547;59.9699;1304
;1587120;7.5648;59.9709;1248
;1587121;7.5826;59.9719;1348
;1587122;7.6003;59.9729;1254
;1587123;7.6181;59.9739;1317
;1587124;7.6358;59.9749;1168
;1587125;7.6536;59.9759;1291
;1587126;7.6714;59.9769;1312
;1587127;7.6891;59.9778;1397
;1587128;7.7069;59.9788;1329
;1587129;7.7247;59.9798;1426
;1587130;7.7425;59.9808;1421
;1587131;7.7603;59.9818;1353
;1587132;7.778;59.9828;1325
;1587133;7.7958;59.9837;1361
;1587134;7.8136;59.9847;1317
;1587136;7.8491;59.9867;1323
;1588313;7.5313;59.9599;1323
;1588314;7.549;59.961;1373
;1588315;7.5668;59.962;1340
;1588316;7.5845;59.963;1315
;1588317;7.6023;59.964;1188
;1588318;7.6201;59.965;1316
;1588319;7.6378;59.966;1173
;1588320;7.6556;59.967;1319
;1588321;7.6734;59.9679;1358
;1588322;7.6911;59.9689;1414
;1588323;7.7089;59.9699;1329
;1588324;7.7267;59.9709;1423
;1588325;7.7444;59.9719;1401
;1588326;7.7622;59.9729;1360
;1589508;7.5333;59.951;1342
;1589509;7.5511;59.952;1275
;1589510;7.5688;59.9531;1275
;1589511;7.5866;59.9541;1286
;1589512;7.6043;59.9551;1178
;1589513;7.6221;59.9561;1177
;1589514;7.6398;59.9571;1235
;1589515;7.6576;59.9581;1344
;1589516;7.6753;59.959;1410
;1589517;7.6931;59.96;1385
;1589518;7.7109;59.961;1329
;1589519;7.7286;59.962;1338
;1589520;7.7464;59.963;1361
;1589521;7.7642;59.964;1414
;1590702;7.5176;59.9411;1365
;1590703;7.5353;59.9421;1357
;1590704;7.5531;59.9431;1398
;1590705;7.5708;59.9442;1337
;1590706;7.5886;59.9452;1309
;1590707;7.6063;59.9462;1193
;1590708;7.6241;59.9472;1192
;1590709;7.6418;59.9482;1242
;1590710;7.6596;59.9491;1394
;1590711;7.6773;59.9501;1476
;1590712;7.6951;59.9511;1479
;1590713;7.7128;59.9521;1418
;1590714;7.7306;59.9531;1329
;1590715;7.7483;59.9541;1359
;1590716;7.7661;59.9551;1405
;1591903;7.626;59.9382;1210
;1591904;7.6438;59.9392;1261
;1591905;7.6615;59.9402;1414
;1591906;7.6793;59.9412;1394
;1591907;7.697;59.9422;1422
;1591908;7.7148;59.9432;1384
;1591909;7.7326;59.9442;1392
;1591910;7.7503;59.9452;1432
;1591911;7.7681;59.9462;1402
;1591912;7.7858;59.9471;1438
;1593099;7.6458;59.9303;1284
;1593100;7.6635;59.9313;1292
;1593101;7.6813;59.9323;1310
;1593102;7.699;59.9333;1354
;1593103;7.7168;59.9343;1448
;1593104;7.7345;59.9353;1383
;1593105;7.7523;59.9363;1417
;1593106;7.77;59.9372;1385
;1594295;7.6655;59.9224;1316
;1594296;7.6832;59.9234;1404
;1594297;7.701;59.9244;1383
;1594298;7.7187;59.9254;1414
;1594299;7.7365;59.9264;1413
;1594300;7.7542;59.9274;1494
;1594301;7.7719;59.9283;1387
;1594302;7.7897;59.9293;1414
;1595490;7.6675;59.9135;1383
;1595491;7.6852;59.9145;1376
;1595492;7.7029;59.9155;1410
;1595493;7.7207;59.9165;1390
;1595494;7.7384;59.9175;1496
;1595495;7.7562;59.9185;1469
;1596686;7.6872;59.9056;1414
;1596687;7.7049;59.9066;1386
;1596688;7.7226;59.9076;1385
;1596689;7.7404;59.9086;1385
;1596690;7.7581;59.9095;1385
;1596691;7.7758;59.9105;1385
;1597882;7.7069;59.8977;1426
;1597883;7.7246;59.8987;1451
;1597884;7.7423;59.8997;1451
;1597885;7.7601;59.9006;1428
;1597886;7.7778;59.9016;1398
;1599077;7.7088;59.8888;1461
;1599078;7.7266;59.8898;1453
;1599079;7.7443;59.8907;1449
;1599080;7.762;59.8917;1400
;1599081;7.7797;59.8927;1391
;1600272;7.7108;59.8799;1491
;1600273;7.7285;59.8809;1462
;1601467;7.7127;59.871;1520
;1629059;9.6479;59.7571;499
;1629060;9.6656;59.7578;408
;1629061;9.6833;59.7586;354
;1630254;9.6493;59.7482;608
;1630255;9.667;59.7489;392
;1630256;9.6847;59.7496;338
;1631449;9.6507;59.7392;615
;1631450;9.6684;59.74;361
;1631451;9.6861;59.7407;345
;1631452;9.7039;59.7414;298
;1632644;9.6522;59.7303;578
;1632645;9.6699;59.731;401
;1632646;9.6876;59.7317;334
;1632647;9.7053;59.7324;313
;1633840;9.6713;59.7221;404
;1633841;9.689;59.7228;319
;1633842;9.7067;59.7235;329
;1635035;9.6727;59.7131;434
;1635036;9.6904;59.7138;306
;1635037;9.7081;59.7146;326
;1635038;9.7258;59.7153;300
;1635039;9.7435;59.716;300
;1636230;9.6741;59.7042;386
;1636231;9.6918;59.7049;282
;1636232;9.7095;59.7056;284
;1636233;9.7272;59.7063;274
;1636234;9.7449;59.707;243
;1636235;9.7626;59.7078;189
;1637425;9.6756;59.6952;327
;1637426;9.6932;59.696;256
;1637427;9.7109;59.6967;283
;1637428;9.7286;59.6974;236
;1637429;9.7463;59.6981;182
;1637430;9.764;59.6988;161
;1637431;9.7817;59.6995;124
;1638620;9.677;59.6863;257
;1638621;9.6947;59.687;252
;1638622;9.7123;59.6877;222
;1638623;9.73;59.6885;197
;1638624;9.7477;59.6892;173
;1638625;9.7654;59.6899;121
;1639815;9.6784;59.6774;261
;1639816;9.6961;59.6781;227
;1639817;9.7138;59.6788;207
;1639818;9.7315;59.6795;189
;1639819;9.7491;59.6802;134
;1641011;9.6975;59.6691;220
;1641012;9.7152;59.6699;200
;1641013;9.7329;59.6706;198
;1642206;9.6989;59.6602;225
