*Time*          *Precip*      *Precip*     *Precip*     *Temp*         *Temp*         *Temp*
                 Selbu         Berkaak      Roros        Selbu          Berkaak        Roros      
19991210/1200    3.500000      2.100000     2.000000     -9.400000      -11.700000     -15.700000         
19991211/1200    0.200000      0.100000     0.100000     -18.299999     -19.100000     -30.100000         
19991212/1200    0.000000      0.000000     0.000000     -19.299999     -20.799999     -28.000000         
19991213/1200    0.000000      0.000000     0.000000     -20.000000     -20.000000     -28.100000         
19991214/1200    0.500000      0.000000     0.000000     -13.100000     -15.500000     -27.400000         
19991215/1200    0.000000      0.000000     0.000000     -15.600000     -16.299999     -32.700001         
19991216/1200    0.100000      0.000000     0.000000     -6.100000      -10.100000     -25.299999         
19991217/1200    0.000000      1.500000     1.100000     -4.800000      -6.600000      -11.200000         
19991218/1200    12.900000     14.500000    10.500000    -2.800000      -4.900000      -5.600000              
19991219/1200    9.100000      17.000000    4.000000     -2.500000      -2.900000      -5.000000              
19991220/1200    5.200000      16.500000    3.600000     -3.100000      -4.800000      -5.900000              
19991221/1200    3.100000      4.500000     1.300000     -3.300000      -8.300000      -9.900000          
19991222/1200    0.000000      0.000000     0.000000     -4.100000      -6.900000      -21.299999         
19991223/1200    0.000000      0.300000     0.000000     1.900000       -0.400000      -2.500000          
19991224/1200    0.000000      0.000000     0.000000     4.300000       2.200000       0.700000           
19991225/1200    0.000000      0.000000     0.000000     4.500000       1.700000       0.300000           
19991226/1200    0.000000      0.100000     2.000000     3.000000       2.100000       0.800000           
19991227/1200    5.700000      0.200000     5.000000     0.400000       -2.800000      -4.800000          
19991228/1200    0.000000      0.000000     0.000000     -0.700000      -3.500000      -4.800000          
19991229/1200    0.000000      0.000000     0.000000     -9.900000      -12.700000     -9.900000          
19991230/1200    0.000000      0.000000     0.100000     -15.700000     -15.600000     -22.100000         
19991231/1200    0.000000      0.100000     0.100000     -8.600000      -8.300000      -20.600000         
20000101/1200    0.800000      1.100000     1.500000     -0.400000      -5.700000      -11.700000         
20000102/1200    2.800000      2.600000     2.500000     2.500000       -0.600000      -6.200000          
20000103/1200    3.300000      15.600000    1.800000     0.900000       -0.800000      -5.000000              
20000104/1200    0.100000      2.100000     0.400000     1.500000       -0.400000      -0.800000          
20000105/1200    6.800000      4.000000     0.100000     0.000000       -3.400000      -13.400000         
20000106/1200    0.000000      0.000000     0.000000     5.600000       3.300000       2.500000           
20000107/1200    0.800000      2.400000     0.600000     1.400000       0.700000       -1.600000          
20000108/1200    2.300000      0.000000     0.000000     4.000000       3.400000       2.000000           
20000109/1200    1.000000      1.600000     2.100000     1.300000       -3.000000      -2.400000          
20000110/1200    0.900000      0.800000     0.000000     2.200000       -0.400000      -5.600000          
20000111/1200    0.100000      0.000000     0.000000     2.300000       -0.900000      -4.400000          
20000112/1200    0.300000      2.500000     0.000000     2.100000       -3.100000      -4.100000          
20000113/1200    5.000000      3.100000     0.300000     -0.700000      -2.100000      -1.900000          
20000114/1200    5.800000      3.000000     0.500000     -2.500000      -5.000000      -8.000000          
20000115/1200    3.300000      0.600000     0.300000     1.900000       1.600000       1.400000           
20000116/1200    9.500000      0.300000     1.300000     4.200000       3.300000       2.000000           
20000117/1200    11.900000     2.200000     5.400000     0.300000       -0.900000      -2.700000          
20000118/1200    14.500000     18.500000    8.600000     -0.200000      -2.300000      -3.200000              
20000119/1200    15.600000     15.400000    7.500000     -0.600000      -1.100000      -2.200000              
20000120/1200    20.900000     16.400000    3.500000     -2.600000      -3.100000      -4.800000              
20000121/1200    4.400000      16.000000    8.200000     -7.800000      -8.500000      -11.100000         
20000122/1200    1.000000      1.000000     0.100000     -9.300000      -10.600000     -19.400000         
20000123/1200    1.500000      1.500000     0.500000     -8.000000      -8.400000      -13.700000         
20000124/1200    2.200000      0.900000     1.200000     0.300000       -1.700000      -2.800000          
20000125/1200    5.700000      0.600000     0.500000     2.600000       0.000000       0.300000           
20000126/1200    2.200000      0.000000     0.000000     2.500000       2.300000       1.400000           
20000127/1200    13.000000     6.800000     0.800000     -0.800000      -3.400000      -3.600000          
20000128/1200    6.000000      9.600000     1.600000     -4.100000      -7.000000      -9.500000          
20000129/1200    1.500000      7.000000     3.100000     0.500000       -1.700000      -2.200000          
20000130/1200    3.900000      8.100000     5.000000     -4.600000      -6.700000      -7.500000          
20000131/1200    6.800000      11.000000    1.100000     -5.000000      -6.700000      -10.300000         
20000201/1200    3.200000      7.200000     0.700000     -3.800000      -8.000000      -8.900000          
20000202/1200    0.000000      3.600000     3.100000     -6.200000      -5.800000      -8.600000          
20000203/1200    5.800000      6.800000     3.800000     -3.700000      -5.600000      -7.300000          
20000204/1200    9.600000      7.600000     4.400000     0.900000       -0.400000      -1.000000          
20000205/1200    1.500000      3.900000     1.000000     0.200000       -2.000000      -4.600000          
20000206/1200    5.700000      2.000000     3.700000     4.200000       0.800000       -1.000000          
20000207/1200    1.500000      4.000000     0.000000     4.600000       1.900000       0.900000           
20000208/1200    1.800000      0.300000     0.900000     0.300000       -0.700000      -1.500000          
20000209/1200    4.500000      1.400000     0.100000     -3.300000      -7.300000      -7.500000          
20000210/1200    0.000000      0.100000     0.100000     3.200000       1.000000       0.400000           
20000211/1200    1.600000      2.000000     0.000000     0.200000       -1.800000      -3.200000          
20000212/1200    0.800000      8.000000     0.000000     3.000000       0.600000       -0.100000          
20000213/1200    3.000000      1.300000     2.300000     -0.900000      -4.400000      -5.400000          
20000214/1200    12.600000     21.000000    5.100000     -2.300000      -6.000000      -8.000000              
20000215/1200    0.400000      0.200000     0.200000     -0.400000      -3.200000      -6.100000          
20000216/1200    0.400000      0.200000     0.300000     -2.800000      -10.200000     -11.500000         
20000217/1200    0.100000      0.000000     0.000000     -7.600000      -9.500000      -16.500000         
20000218/1200    6.500000      1.500000     0.600000     -1.800000      -7.700000      -7.500000          
20000219/1200    0.000000      0.000000     0.000000     -4.100000      -8.100000      -15.500000         
20000220/1200    4.800000      1.400000     0.700000     -1.900000      -4.200000      -5.700000          
20000221/1200    8.600000      0.100000     0.300000     -6.500000      -11.400000     -16.900000         
20000222/1200    0.100000      1.200000     0.200000     -3.800000      -6.200000      -11.700000         
20000223/1200    3.500000      0.100000     1.700000     -2.000000      -7.100000      -12.200000         
20000224/1200    0.000000      0.000000     0.000000     -0.100000      -1.900000      -4.400000          
20000225/1200    0.000000      0.000000     1.300000     -1.800000      -4.000000      -9.400000          
20000226/1200    1.000000      0.200000     0.000000     1.600000       -0.700000      -7.800000          
20000227/1200    0.500000      0.000000     1.500000     4.200000       2.200000       -1.200000          
20000228/1200    0.400000      0.000000     0.000000     3.200000       1.700000       -0.500000          
20000229/1200    0.000000      0.000000     0.000000     3.000000       1.800000       -0.300000          
20000301/1200    0.000000      0.000000     0.000000     0.300000       -1.200000      -2.800000          
20000302/1200    3.700000      15.000000    1.600000     -3.500000      -5.300000      -6.800000              
20000303/1200    3.500000      2.400000     3.100000     -4.700000      -6.900000      -8.300000          
20000304/1200    2.400000      11.100000    3.600000     -3.900000      -5.600000      -6.700000              
20000305/1200    10.400000     25.000000    8.100000     -5.700000      -4.800000      -7.900000              
20000306/1200    3.000000      0.200000     2.300000     0.400000       0.200000       -0.900000          
20000307/1200    14.000000     13.100000    5.800000     -0.500000      -1.300000      -2.800000              
20000308/1200    8.200000      10.200000    1.900000     -3.800000      -5.500000      -5.500000              
20000309/1200    1.800000      1.500000     0.900000     -5.300000      -5.400000      -6.800000          
20000310/1200    11.200000     9.000000     1.600000     -2.700000      -5.100000      -6.400000          
20000311/1200    0.300000      0.000000     0.000000     -5.000000      -6.500000      -12.500000         
20000312/1200    0.000000      0.000000     0.000000     -5.000000      -5.400000      -11.800000         
20000313/1200    0.000000      0.000000     0.000000     2.600000       0.200000       -1.200000          
20000314/1200    4.700000      2.900000     1.000000     -1.900000      -4.000000      -4.300000          
20000315/1200    6.200000      8.900000     1.100000     -2.500000      -4.600000      -5.200000          
20000316/1200    5.800000      5.000000     0.100000     -0.700000      -3.400000      -4.100000          
20000317/1200    4.000000      13.000000    4.500000     0.600000       -0.500000      -3.300000              
20000318/1200    8.400000      2.100000     3.200000     2.400000       0.000000       -1.500000          
20000319/1200    0.000000      0.000000     0.000000     5.100000       3.500000       1.700000           
20000320/1200    4.000000      2.100000     0.000000     2.300000       0.900000       1.700000           
20000321/1200    5.300000      5.000000     0.800000     0.200000       -0.400000      -1.600000          
20000322/1200    4.000000      1.400000     0.000000     -1.400000      -3.400000      -5.600000          
20000323/1200    5.700000      6.700000     0.300000     -1.600000      -4.200000      -6.000000          
20000324/1200    19.000000     0.300000     0.200000     0.000000       -2.100000      -2.300000          
20000325/1200    0.400000      0.000000     0.000000     -3.500000      -5.300000      -7.200000          
20000326/1200    0.000000      0.000000     0.100000     -1.800000      -2.600000      -4.900000          
20000327/1200    0.000000      0.000000     2.400000     -1.800000      -2.500000      -4.700000          
20000328/1200    0.000000      0.000000     0.000000     0.400000       -2.600000      -4.700000          
20000329/1200    4.600000      2.000000     1.400000     3.500000       3.400000       2.100000           
20000330/1200    2.800000      0.100000     1.000000     4.600000       3.000000       2.500000           
20000331/1200    0.100000      0.000000     0.000000     1.300000       0.200000       -0.500000          
20000401/1200    5.000000      4.400000     0.100000     -2.400000      -3.500000      -4.500000          
20000402/1200    0.000000      0.600000     0.200000     -3.200000      -3.900000      -6.400000          
20000403/1200    0.000000      2.600000     2.300000     -3.300000      -3.800000      -7.100000          
20000404/1200    0.500000      0.700000     5.700000     -3.600000      -6.100000      -6.200000          
20000405/1200    1.600000      0.600000     3.800000     -3.300000      -5.000000      -6.600000          
20000406/1200    8.900000      10.400000    3.200000     0.200000       -1.200000      -2.800000              
20000407/1200    0.000000      0.100000     0.000000     -0.100000      1.700000       -2.800000          
20000408/1200    0.000000      0.300000     0.000000     5.800000       4.500000       2.500000           
20000409/1200    0.000000      0.000000     0.000000     4.400000       1.700000       -1.700000          
20000410/1200    0.000000      0.000000     0.200000     4.300000       2.100000       0.500000           
20000411/1200    0.000000      0.000000     0.000000     3.700000       3.000000       2.300000           
20000412/1200    0.000000      1.500000     0.000000     1.400000       -0.100000      0.000000           
20000413/1200    1.600000      4.600000     1.900000     0.200000       -1.400000      -0.600000          
20000414/1200    3.500000      4.600000     3.800000     1.600000       0.000000       0.700000           
20000415/1200    0.700000      2.900000     0.000000     2.200000       0.500000       1.300000           
20000416/1200    4.300000      4.600000     0.900000     4.200000       2.800000       1.800000           
20000417/1200    0.000000      0.000000     3.400000     5.200000       3.900000       2.000000           
20000418/1200    0.000000      0.000000     1.200000     8.000000       5.400000       3.700000           
20000419/1200    0.000000      0.000000     0.000000     8.300000       6.700000       4.900000           
20000420/1200    0.000000      0.000000     0.000000     9.000000       6.400000       6.600000           
20000421/1200    0.000000      0.000000     0.000000     9.400000       7.800000       5.700000           
20000422/1200    0.000000      0.100000     0.000000     8.200000       6.000000       7.100000           
20000423/1200    0.000000      0.100000     0.000000     9.600000       7.600000       6.500000           
20000424/1200    0.500000      0.100000     0.100000     6.800000       4.500000       2.800000           
20000425/1200    0.000000      0.000000     0.300000     6.100000       4.500000       4.000000           
20000426/1200    0.800000      0.600000     0.000000     3.000000       1.400000       1.200000           
20000427/1200    0.800000      0.100000     3.000000     5.600000       4.500000       1.500000           
20000428/1200    1.500000      0.600000     0.200000     8.300000       5.200000       5.300000           
20000429/1200    0.200000      0.600000     0.000000     13.500000      11.100000      10.300000          
20000430/1200    0.000000      0.000000     0.000000     12.400000      13.200000      5.700000           
20000501/1200    0.000000      0.000000     0.000000     11.200000      10.400000      6.100000           
20000502/1200    0.000000      0.000000     0.000000     7.600000       7.700000       7.700000           
20000503/1200    6.400000      7.200000     1.500000     4.700000       4.100000       3.300000           
20000504/1200    2.000000      0.100000     0.000000     6.200000       5.000000       5.200000           
20000505/1200    3.700000      0.200000     0.000000     5.900000       4.500000       4.100000           
20000506/1200    1.500000      0.000000     0.000000     9.300000       8.400000       8.600000           
20000507/1200    0.000000      0.000000     0.000000     6.500000       7.000000       6.800000           
20000508/1200    0.000000      0.000000     0.000000     10.200000      9.000000       8.300000           
20000509/1200    0.000000      0.000000     0.000000     14.500000      12.400000      11.100000          
20000510/1200    0.500000      0.300000     0.400000     6.300000       5.600000       5.600000           
20000511/1200    8.000000      2.100000     0.100000     2.800000       1.400000       0.800000           
20000512/1200    0.500000      1.000000     0.100000     5.000000       4.300000       3.400000           
20000513/1200    0.700000      0.100000     0.000000     10.600000      10.400000      9.900000           
20000514/1200    0.000000      0.000000     0.000000     11.200000      11.000000      9.000000           
20000515/1200    0.000000      0.000000     0.000000     12.300000      12.000000      8.800000           
20000516/1200    0.000000      0.000000     0.000000     16.299999      14.600000      13.900000          
20000517/1200    0.000000      0.000000     0.000000     19.900000      15.700000      15.500000          
20000518/1200    0.000000      0.200000     0.400000     13.400000      11.000000      9.800000           
20000519/1200    0.000000      0.000000     0.000000     11.500000      9.500000       7.400000           
20000520/1200    0.000000      0.000000     0.700000     8.000000       7.200000       8.000000           
20000521/1200    0.000000      1.000000     0.100000     8.900000       6.700000       7.400000           
20000522/1200    0.000000      0.000000     0.000000     9.600000       7.900000       7.600000           
20000523/1200    4.500000      7.500000     2.500000     10.200000      7.400000       6.400000           
20000524/1200    5.000000      4.200000     0.600000     10.700000      7.300000       7.300000           
20000525/1200    10.500000     3.600000     5.000000     8.500000       7.200000       6.600000           
20000526/1200    0.600000      0.000000     0.000000     6.300000       5.900000       6.200000           
20000527/1200    0.000000      0.100000     0.000000     9.100000       6.800000       6.000000           
20000528/1200    0.000000      0.000000     4.700000     11.400000      9.900000       8.800000           
20000529/1200    0.200000      0.000000     0.000000     9.000000       6.300000       5.100000           
20000530/1200    6.800000      12.300000    14.400000    6.100000       4.400000       3.600000           
20000531/1200    5.200000      0.300000     0.400000     6.800000       4.500000       5.300000           
20000601/1200    9.000000      2.200000     0.500000     9.900000       6.800000       6.900000           
20000602/1200    0.000000      0.000000     0.000000     10.900000      11.200000      8.100000           
20000603/1200    0.900000      1.100000     3.800000     2.600000       2.100000       2.200000           
20000604/1200    6.400000      4.200000     0.000000     3.700000       2.900000       2.200000           
20000605/1200    2.100000      0.000000     0.000000     5.700000       4.700000       4.100000           
20000606/1200    0.000000      0.000000     0.800000     9.600000       8.300000       6.000000           
20000607/1200    0.000000      0.000000     7.000000     11.000000      8.500000       6.600000           
20000608/1200    0.000000      0.400000     0.300000     7.700000       5.800000       6.300000           
20000609/1200    0.000000      2.000000     0.000000     12.300000      10.200000      10.100000          
20000610/1200    0.500000      0.000000     0.000000     14.200000      13.100000      15.000000          
20000611/1200    1.600000      0.100000     1.500000     14.300000      12.300000      11.700000          
20000612/1200    0.600000      0.100000     0.000000     9.100000       8.600000       9.100000           
20000613/1200    5.400000      1.700000     1.500000     12.600000      10.000000      9.600000           
20000614/1200    1.200000      1.200000     2.600000     7.400000       6.600000       8.100000           
20000615/1200    1.500000      0.500000     0.300000     6.500000       5.500000       5.300000           
20000616/1200    3.700000      2.300000     0.700000     7.000000       4.500000       4.400000           
20000617/1200    8.300000      8.500000     1.500000     7.600000       6.600000       5.500000           
20000618/1200    0.600000      0.000000     0.500000     9.900000       9.700000       7.900000           
20000619/1200    1.300000      2.000000     0.200000     11.200000      11.000000      12.200000          
20000620/1200    2.800000      0.200000     0.000000     11.500000      11.200000      11.700000          
20000621/1200    0.000000      0.100000     0.000000     13.200000      13.200000      14.000000          
20000622/1200    8.000000      8.100000     0.400000     15.100000      12.200000      15.900000          
20000623/1200    2.800000      10.500000    2.100000     12.300000      10.200000      11.600000              
20000624/1200    5.500000      10.600000    3.500000     8.500000       6.800000       7.700000           
20000625/1200    1.000000      2.600000     2.100000     8.700000       7.100000       7.200000           
20000626/1200    1.000000      1.200000     1.900000     7.700000       6.000000       5.600000           
20000627/1200    11.500000     6.600000     2.500000     5.900000       3.600000       3.100000           
20000628/1200    24.100000     24.600000    5.500000     8.500000       6.900000       6.600000           
20000629/1200    1.300000      0.300000     0.700000     10.000000      9.200000       8.800000           
20000630/1200    0.100000      0.200000     0.600000     11.400000      11.300000      12.000000          
20000701/1200    0.000000      1.200000     0.000000     17.500000      18.200001      14.700000          
20000702/1200    0.000000      0.600000     0.000000     18.500000      18.400000      17.100000          
20000703/1200    0.200000      5.100000     4.800000     11.300000      12.400000      12.000000          
20000704/1200    5.000000      1.100000     0.700000     10.100000      8.800000       9.800000           
20000705/1200    0.000000      0.100000     0.000000     10.200000      9.700000       10.600000          
20000706/1200    0.000000      0.000000     0.000000     9.600000       7.500000       9.500000           
20000707/1200    20.000000     3.600000     14.200000    6.300000       9.300000       5.200000           
20000708/1200    6.200000      5.000000     0.200000     6.400000       4.800000       5.600000           
20000709/1200    2.800000      2.200000     0.200000     9.900000       8.200000       8.300000           
20000710/1200    0.000000      0.000000     0.000000     13.600000      9.600000       9.800000           
20000711/1200    0.800000      0.600000     0.000000     14.000000      11.500000      11.300000          
20000712/1200    0.000000      0.100000     5.000000     14.200000      12.600000      11.900000          
20000713/1200    3.400000      0.000000     7.100000     9.200000       8.600000       7.500000           
20000714/1200    20.000000     11.500000    12.400000    8.500000       6.900000       7.500000           
20000715/1200    5.300000      8.700000     1.100000     11.000000      9.500000       9.700000           
20000716/1200    3.000000      0.200000     0.100000     9.100000       9.100000       9.500000           
20000717/1200    6.100000      1.100000     3.400000     10.500000      9.600000       10.100000          
20000718/1200    1.000000      1.100000     0.100000     10.600000      10.000000      10.900000          
20000719/1200    1.400000      2.600000     1.500000     9.900000       9.800000       9.700000           
20000720/1200    13.800000     1.200000     7.000000     10.300000      9.800000       8.500000           
20000721/1200    0.300000      0.000000     0.100000     13.200000      12.500000      12.500000          
20000722/1200    0.000000      0.000000     0.000000     13.000000      13.300000      11.000000          
20000723/1200    0.000000      0.000000     0.000000     9.600000       9.600000       10.200000          
20000724/1200    3.500000      0.100000     1.800000     11.600000      11.300000      11.100000          
20000725/1200    0.500000      1.500000     2.400000     15.800000      15.700000      14.100000          
20000726/1200    0.000000      0.100000     0.100000     17.900000      16.900000      15.100000          
20000727/1200    0.000000      0.000000     0.000000     18.200001      17.400000      14.000000          
20000728/1200    0.000000      0.000000     0.000000     19.200001      15.700000      14.400000          
20000729/1200    0.000000      0.000000     0.000000     16.700001      15.500000      13.400000          
20000730/1200    0.000000      0.000000     0.000000     14.200000      14.100000      13.900000          
20000731/1200    0.000000      0.200000     0.000000     10.900000      10.600000      10.100000          
20000801/1200    0.000000      0.000000     0.000000     13.300000      13.000000      12.600000          
20000802/1200    0.000000      0.000000     0.000000     13.200000      12.400000      12.000000          
20000803/1200    3.000000      0.800000     0.100000     14.800000      12.400000      11.700000          
20000804/1200    5.100000      5.600000     9.500000     13.000000      12.200000      13.700000          
20000805/1200    1.600000      3.300000     0.500000     13.000000      13.300000      13.300000          
20000806/1200    1.800000      1.000000     1.700000     10.900000      10.000000      11.400000          
20000807/1200    19.200001     7.500000     9.000000     8.900000       7.100000       7.300000           
20000808/1200    16.000000     5.200000     1.700000     8.600000       8.100000       7.200000           
20000809/1200    21.799999     0.400000     1.500000     8.600000       8.400000       7.200000           
20000810/1200    0.000000      0.000000     0.000000     11.700000      10.500000      9.300000           
20000811/1200    0.000000      0.700000     0.000000     8.600000       7.900000       8.700000           
20000812/1200    10.300000     6.400000     11.500000    10.000000      9.100000       9.000000           
20000813/1200    0.000000      0.000000     0.200000     13.100000      12.200000      11.200000          
20000814/1200    0.000000      0.000000     0.000000     15.900000      15.100000      13.000000          
20000815/1200    0.400000      2.000000     2.000000     14.300000      13.400000      12.700000          
20000816/1200    16.700001     12.500000    16.500000    12.300000      10.100000      8.500000           
20000817/1200    1.000000      11.500000    10.000000    12.600000      10.700000      9.800000           
20000818/1200    4.300000      21.600000    10.000000    11.000000      9.500000       8.600000           
20000819/1200    10.900000     9.400000     13.400000    11.100000      9.400000       8.900000           
20000820/1200    0.000000      0.600000     0.100000     9.700000       7.000000       6.900000           
20000821/1200    1.000000      2.600000     8.500000     10.200000      9.200000       8.800000           
20000822/1200    2.600000      1.500000     0.400000     9.200000       7.600000       7.700000           
20000823/1200    2.100000      4.100000     0.200000     9.000000       7.200000       6.800000           
20000824/1200    6.800000      8.700000     3.100000     10.200000      7.300000       8.400000           
20000825/1200    2.600000      2.100000     1.400000     11.400000      9.100000       10.400000          
20000826/1200    0.000000      0.000000     0.000000     15.300000      13.600000      12.300000          
20000827/1200    0.000000      0.000000     0.000000     16.799999      14.000000      13.400000          
20000828/1200    0.000000      0.000000     0.000000     17.299999      14.700000      15.400000          
20000829/1200    0.000000      0.000000     0.000000     13.200000      10.900000      8.900000           
20000830/1200    1.600000      1.000000     2.900000     10.900000      9.700000       11.500000          
20000831/1200    11.000000     2.800000     0.100000     10.600000      9.500000       9.300000           
20000901/1200    0.000000      0.200000     0.000000     9.000000       9.200000       8.100000           
20000902/1200    5.400000      8.500000     6.600000     8.100000       6.400000       6.500000           
20000903/1200    2.500000      2.600000     0.400000     7.300000       5.000000       4.700000           
20000904/1200    2.100000      2.100000     0.200000     6.800000       7.200000       4.800000           
20000905/1200    0.900000      1.500000     0.400000     9.000000       7.600000       6.600000           
20000906/1200    0.000000      0.000000     0.100000     9.800000       8.800000       6.800000           
20000907/1200    0.000000      0.000000     0.200000     14.100000      11.600000      10.400000          
20000908/1200    3.800000      1.500000     3.000000     12.600000      11.700000      11.200000          
20000909/1200    2.000000      0.000000     0.000000     10.600000      9.200000       9.000000           
20000910/1200    3.000000      2.200000     0.600000     7.900000       6.700000       6.900000           
20000911/1200    1.500000      0.600000     0.400000     7.300000       6.400000       5.800000           
20000912/1200    3.400000      0.200000     0.000000     7.200000       5.900000       5.700000           
20000913/1200    0.500000      0.000000     0.000000     7.500000       6.000000       3.300000           
20000914/1200    0.000000      0.000000     0.000000     9.700000       6.700000       4.000000           
20000915/1200    0.000000      0.000000     0.000000     11.000000      8.100000       6.100000           
20000916/1200    0.000000      0.000000     0.000000     11.200000      9.500000       7.500000           
20000917/1200    4.500000      2.000000     5.200000     12.300000      10.900000      8.700000           
20000918/1200    0.000000      0.000000     0.000000     12.000000      10.200000      8.600000           
20000919/1200    0.000000      0.000000     0.000000     12.600000      10.000000      8.200000           
20000920/1200    0.000000      0.000000     0.000000     12.100000      10.000000      4.300000           
20000921/1200    0.000000      0.000000     0.000000     12.800000      9.600000       4.500000           
20000922/1200    0.000000      0.000000     0.000000     12.500000      9.300000       4.000000           
20000923/1200    0.200000      0.000000     0.200000     13.100000      9.900000       9.600000           
20000924/1200    0.000000      0.000000     0.000000     12.300000      11.800000      7.900000           
20000925/1200    0.000000      0.000000     0.000000     11.600000      9.200000       9.700000           
20000926/1200    0.000000      0.000000     0.000000     13.100000      10.800000      8.200000           
20000927/1200    0.000000      0.000000     0.000000     10.900000      8.600000       5.500000           
20000928/1200    0.000000      0.000000     0.000000     12.600000      10.300000      9.200000           
20000929/1200    0.500000      0.000000     0.400000     15.500000      13.800000      12.400000          
20000930/1200    0.200000      0.000000     0.000000     17.700001      16.400000      15.400000          
20001001/1200    0.000000      0.000000     0.000000     14.200000      11.600000      9.200000           
20001002/1200    0.000000      0.000000     0.000000     12.600000      10.800000      9.400000           
20001003/1200    1.400000      1.400000     0.900000     10.600000      9.600000       8.700000           
20001004/1200    0.600000      0.000000     0.300000     13.300000      11.000000      7.400000           
20001005/1200    0.000000      0.000000     0.000000     12.800000      8.900000       9.200000           
20001006/1200    0.000000      0.000000     0.000000     8.400000       5.900000       8.000000           
20001007/1200    0.000000      0.000000     0.600000     12.400000      11.400000      10.700000          
20001008/1200    0.000000      0.000000     0.100000     12.600000      9.200000       8.700000           
20001009/1200    0.000000      0.000000     0.100000     9.600000       6.600000       6.200000           
20001010/1200    0.000000      0.100000     1.100000     9.400000       7.800000       5.000000           
20001011/1200    0.000000      0.100000     4.600000     8.800000       5.200000       4.100000           
20001012/1200    0.000000      1.100000     10.300000    11.000000      8.600000       7.100000           
20001013/1200    0.200000      2.000000     3.600000     8.900000       6.700000       5.200000           
20001014/1200    0.000000      0.000000     0.100000     8.200000       5.500000       2.800000           
20001015/1200    0.000000      0.000000     0.000000     9.300000       6.900000       6.000000           
20001016/1200    0.000000      0.000000     0.000000     11.400000      8.200000       7.100000           
20001017/1200    0.700000      1.000000     0.200000     13.600000      11.100000      9.200000           
20001018/1200    3.800000      3.600000     0.000000     11.200000      9.200000       8.300000           
20001019/1200    2.000000      0.500000     0.000000     9.900000       8.000000       6.700000           
20001020/1200    0.000000      0.000000     0.200000     8.900000       5.300000       4.400000           
20001021/1200    0.000000      0.000000     0.000000     10.500000      8.600000       6.600000           
20001022/1200    9.200000      7.200000     7.000000     6.800000       3.500000       4.000000           
20001023/1200    0.200000      0.500000     0.100000     6.700000       4.300000       2.300000           
20001024/1200    0.100000      0.000000     0.100000     8.000000       6.300000       6.600000           
20001025/1200    1.400000      0.300000     0.300000     5.100000       4.000000       4.000000           
20001026/1200    4.000000      0.500000     0.700000     4.000000       0.900000       1.600000           
20001027/1200    0.000000      0.300000     0.200000     1.100000       -0.400000      -2.300000          
20001028/1200    0.000000      0.600000     1.000000     3.700000       2.200000       -0.400000          
20001029/1200    0.000000      0.100000     1.100000     2.800000       0.700000       -1.400000          
20001030/1200    0.000000      0.100000     3.000000     1.300000       0.400000       -2.200000          
20001031/1200    0.300000      0.200000     9.700000     7.200000       4.800000       3.200000           
20001101/1200    0.000000      0.000000     0.200000     7.000000       4.600000       3.400000           
20001102/1200    0.000000      0.000000     0.000000     6.400000       2.700000       2.100000           
20001103/1200    0.000000      0.000000     0.100000     5.500000       3.200000       0.900000           
20001104/1200    0.000000      0.000000     1.600000     7.500000       5.600000       3.900000           
20001105/1200    0.000000      0.000000     0.000000     5.200000       1.200000       1.600000           
20001106/1200    0.000000      0.000000     0.000000     2.500000       -1.300000      -0.300000          
20001107/1200    0.000000      0.000000     0.000000     0.600000       -0.700000      -1.300000          
20001108/1200    0.000000      0.100000     5.200000     7.100000       3.300000       1.700000           
20001109/1200    0.100000      0.100000     6.700000     7.200000       4.000000       3.900000           
20001110/1200    0.000000      0.000000     0.000000     5.800000       2.300000       2.800000           
20001111/1200    0.000000      0.000000     0.000000     1.500000       -1.800000      1.500000           
20001112/1200    0.000000      0.000000     0.000000     6.500000       4.200000       2.600000           
20001113/1200    0.000000      0.100000     0.900000     5.900000       2.800000       1.500000           
20001114/1200    0.000000      0.100000     1.900000     0.800000       -2.800000      -1.900000          
20001115/1200    0.000000      0.000000     0.000000     -2.600000      -5.000000      -5.600000          
20001116/1200    0.000000      0.000000     0.000000     2.200000       -0.500000      -4.000000          
20001117/1200    0.000000      0.000000     0.000000     4.900000       2.800000       0.900000           
20001118/1200    0.000000      0.000000     0.400000     4.800000       1.600000       0.400000           
20001119/1200    0.000000      0.000000     7.000000     2.900000       1.200000       -1.000000          
20001120/1200    0.000000      0.100000     1.500000     6.400000       3.900000       1.900000           
20001121/1200    0.000000      0.000000     0.800000     3.500000       1.800000       -0.800000          
20001122/1200    0.000000      0.000000     2.500000     0.900000       -1.100000      -3.100000          
20001123/1200    0.000000      0.200000     4.400000     5.800000       3.200000       1.900000           
20001124/1200    0.000000      0.000000     0.200000     6.200000       3.700000       2.000000           
20001125/1200    0.000000      0.000000     0.300000     5.300000       2.400000       1.900000           
20001126/1200    0.000000      0.000000     0.000000     4.300000       1.900000       0.400000           
20001127/1200    0.000000      0.000000     0.000000     5.800000       3.300000       2.200000           
20001128/1200    0.000000      0.000000     0.000000     -1.400000      -2.800000      -3.800000          
20001129/1200    0.000000      0.000000     0.000000     0.500000       -1.500000      -4.900000          
20001130/1200    2.700000      1.400000     2.600000     6.000000       3.800000       2.300000           
20001201/1200    5.500000      1.600000     2.900000     1.200000       -0.600000      -3.700000          
